73	8.9661283031665217e-03	8.9661283030179305e-03	1.6572505295483079e-11
74	8.1510262568156109e-03	8.1510262568156109e-03	0.0000000000000000e+00
75	7.4100242649871480e-03	7.4100242650770439e-03	1.2131670476978855e-11
76	6.7363859936423534e-03	6.7363859931479191e-03	7.3397568825893822e-11
77	6.1239874896100339e-03	6.1239874896100339e-03	0.0000000000000000e+00
78	5.5672615225718534e-03	5.5672615224522009e-03	2.1492173714662706e-11
79	5.0611469644568120e-03	5.0611469643251951e-03	2.6005358172178835e-11
80	4.6010427892951402e-03	4.6010427892951402e-03	0.0000000000000000e+00
81	4.1827662433824115e-03	4.1827662430638972e-03	7.6149202140032625e-11
82	3.8025148208176642e-03	3.8025148199417489e-03	2.3035156133355831e-10
83	3.4568316959126977e-03	3.4568316951418933e-03	2.2298002772700251e-10
84	3.1425742970956072e-03	3.1425742977315208e-03	2.0235436636772839e-10
85	2.8568857470357345e-03	2.8568857472689026e-03	8.1616174450366213e-11
86	2.5971688791175764e-03	2.5971688796305463e-03	1.9751117416116773e-10
87	2.3610626302587338e-03	2.3610626302587338e-03	0.0000000000000000e+00
88	2.1464205808302945e-03	2.1464205808302945e-03	0.0000000000000000e+00
89	1.9512914454193184e-03	1.9512914443951745e-03	5.2485438824864411e-10
90	1.7739013214333212e-03	1.7739013203067631e-03	6.3507368495665526e-10
91	1.6126375667777566e-03	1.6126375671908276e-03	2.5614624231813555e-10
92	1.4660341554236557e-03	1.4660341549692776e-03	3.0993689341162555e-10
93	1.3327583268600972e-03	1.3327583243610169e-03	1.8751189349546626e-09
94	1.2115984770570320e-03	1.2115984776068297e-03	4.5377873180458440e-10
95	1.1014531687960163e-03	1.1014531663769067e-03	2.1962891308784560e-09
96	1.0013210617904832e-03	1.0013210624557382e-03	6.6437727661749223e-10
97	9.1029187411076297e-04	9.1029187191542119e-04	2.4116899747856456e-09
98	8.2753806910791032e-04	8.2753807152278634e-04	2.9181449264303061e-09
99	7.5230733588424741e-04	7.5230733234242964e-04	4.7079399867068359e-09
100	6.8391575810170392e-04	6.8391576004970384e-04	2.8483038919163698e-09
El area con dump Heron Funtion es: 6.8391575810170392e-04
El area con smart Heron Funtion es: 6.8391576004970384e-04
