0.0000000000000000e+00	6.8902875883944170e-01	6.3780575176788830e+00	0.0000000000000000e+00	5.0000000000000000e+00	1.2346999999999999e+00	0.0000000000000000e+00	1.3780575176788834e+00	6.3780575176788830e+00	0.0000000000000000e+00	7.0000000000000000e+00	1.2346999999999999e+00	-8.0000000000000000e+00	6.8902875883944170e-01	7.0670862765183244e+00	0.0000000000000000e+00	9.0000000000000000e+00	1.2346999999999999e+00	-1.6000000000000000e+01
1.0000000000000000e-02	7.3902875883944175e-01	6.3894235176788827e+00	2.8912582833538736e-03	5.0000000000000000e+00	1.1365999999999998e+00	2.8912582833538736e-01	1.4480575176788835e+00	6.3894235176788827e+00	-7.6912132822768708e-02	7.0000000000000000e+00	1.1365999999999998e+00	-7.6912132822768706e+00	7.7902875883944167e-01	7.0784522765183242e+00	-1.5093830635031155e-01	9.0000000000000000e+00	1.1365999999999998e+00	-1.5093830635031155e+01
2.0000000000000000e-02	7.8902875883944179e-01	6.3998085176788830e+00	8.6616427374990885e-03	5.0000000000000000e+00	1.0384999999999998e+00	5.7703844541452143e-01	1.5180575176788835e+00	6.3998085176788830e+00	-1.5038019185561738e-01	7.0000000000000000e+00	1.0384999999999998e+00	-7.3468059032848672e+00	8.6902875883944164e-01	7.0888372765183245e+00	-2.8930066833242024e-01	9.0000000000000000e+00	1.0384999999999998e+00	-1.3836236198210868e+01
2.9999999999999999e-02	8.3902875883944183e-01	6.4092125176788830e+00	1.7286940045303158e-02	5.0000000000000000e+00	9.4039999999999968e-01	8.6252973078040673e-01	1.5880575176788836e+00	6.4092125176788830e+00	-2.2006392117937640e-01	7.0000000000000000e+00	9.4039999999999968e-01	-6.9683729323759005e+00	9.5902875883944161e-01	7.0982412765183245e+00	-4.1186563711886626e-01	9.0000000000000000e+00	9.4039999999999979e-01	-1.2256496878644599e+01
4.0000000000000001e-02	8.8902875883944188e-01	6.4176355176788826e+00	2.8730957287431941e-02	5.0000000000000000e+00	8.4229999999999960e-01	1.1444017242128781e+00	1.6580575176788837e+00	6.4176355176788826e+00	-2.8564059141090492e-01	7.0000000000000000e+00	8.4229999999999960e-01	-6.5576670231528533e+00	1.0490287588394416e+00	7.1066642765183241e+00	-5.1577956978733663e-01	9.0000000000000000e+00	8.4229999999999983e-01	-1.0391393266847038e+01
5.0000000000000003e-02	9.3902875883944192e-01	6.4250775176788828e+00	4.2945673812756331e-02	5.0000000000000000e+00	7.4419999999999953e-01	1.4214716525324389e+00	1.7280575176788837e+00	6.4250775176788828e+00	-3.4680649437416777e-01	7.0000000000000000e+00	7.4419999999999953e-01	-6.1165902963262866e+00	1.1390287588394417e+00	7.1141062765183243e+00	-5.9862306982163960e-01	9.0000000000000000e+00	7.4419999999999986e-01	-8.2843500034302977e+00
5.9999999999999998e-02	9.8902875883944197e-01	6.4315385176788826e+00	5.9871442739528463e-02	5.0000000000000000e+00	6.4609999999999945e-01	1.6925768926772136e+00	1.7980575176788838e+00	6.4315385176788826e+00	-4.0327834967754200e-01	7.0000000000000000e+00	6.4609999999999945e-01	-5.6471855303374223e+00	1.2290287588394417e+00	7.1205672765183241e+00	-6.5846731718556706e-01	9.0000000000000000e+00	6.4609999999999990e-01	-5.9844247363927447e+00
7.0000000000000007e-02	1.0390287588394420e+00	6.4370185176788830e+00	7.9437241241801154e-02	5.0000000000000000e+00	5.4799999999999938e-01	1.9565798502272691e+00	1.8680575176788838e+00	6.4370185176788830e+00	-4.5479461668300863e-01	7.0000000000000000e+00	5.4799999999999938e-01	-5.1516267005466645e+00	1.3190287588394418e+00	7.1260472765183245e+00	-6.9391897645365364e-01	9.0000000000000000e+00	5.4799999999999993e-01	-3.5451659268086528e+00
8.0000000000000002e-02	1.0890287588394421e+00	6.4415175176788830e+00	1.0156096857085470e-01	5.0000000000000000e+00	4.4989999999999936e-01	2.2123727329053540e+00	1.9380575176788839e+00	6.4415175176788830e+00	-5.0111670579104806e-01	7.0000000000000000e+00	4.4989999999999936e-01	-4.6322089108039419e+00	1.4090287588394419e+00	7.1305462765183245e+00	-7.0415263741647072e-01	9.0000000000000000e+00	4.4989999999999991e-01	-1.0233660962817055e+00
8.9999999999999997e-02	1.1390287588394421e+00	6.4450355176788827e+00	1.2614979056109268e-01	5.0000000000000000e+00	3.5179999999999934e-01	2.4588821990237979e+00	2.0080575176788837e+00	6.4450355176788827e+00	-5.4203008343136050e-01	7.0000000000000000e+00	3.5179999999999934e-01	-4.0913377640312394e+00	1.4990287588394420e+00	7.1340642765183242e+00	-6.8893003285570098e-01	9.0000000000000000e+00	3.5179999999999989e-01	1.5222604560769724e+00
