1	-3.9270833333333336e+01	1.8355315873903049e+02
2	5.7420052083333324e+01	2.6592104529074965e+02
3	-3.9846374317956354e+01	1.8622860042968395e+02
4	1.7230105063355992e+01	7.9095323621542704e+01
5	-4.6924517899207956e+00	2.2813183570860275e+01
6	1.2449073578416678e+00	4.7870371270821943e+00
7	5.0367243589457988e-02	7.6586441809908778e-01
8	2.3591621354223691e-01	9.6672678532931253e-02
9	2.1299386272204712e-01	9.8834393989482502e-03
10	2.1529974206050670e-01	8.3559865491347925e-04
11	2.1510720569281910e-01	5.9419838714361784e-05
12	2.1512076346204376e-01	3.6043802118640126e-06
13	2.1511994748519228e-01	1.8874407532610283e-07
14	2.1511998994211590e-01	8.6198423326149075e-09
15	2.1511998801329330e-01	3.4642165234993966e-10
16	2.1511998809046445e-01	1.2313763352027766e-11
17	2.1511998808772456e-01	4.2281064675071764e-13
18	2.1511998808781146e-01	1.8837459391396025e-14
19	2.1511998808780899e-01	3.0320568198479905e-14
20	2.1511998808780905e-01	3.0062520809556672e-14
21	2.1511998808780905e-01	3.0062520809556672e-14
22	2.1511998808780905e-01	3.0062520809556672e-14
23	2.1511998808780905e-01	3.0062520809556672e-14
24	2.1511998808780905e-01	3.0062520809556672e-14
25	2.1511998808780905e-01	3.0062520809556672e-14
26	2.1511998808780905e-01	3.0062520809556672e-14
27	2.1511998808780905e-01	3.0062520809556672e-14
28	2.1511998808780905e-01	3.0062520809556672e-14
29	2.1511998808780905e-01	3.0062520809556672e-14
30	2.1511998808780905e-01	3.0062520809556672e-14
31	2.1511998808780905e-01	3.0062520809556672e-14
32	2.1511998808780905e-01	3.0062520809556672e-14
33	2.1511998808780905e-01	3.0062520809556672e-14
34	2.1511998808780905e-01	3.0062520809556672e-14
35	2.1511998808780905e-01	3.0062520809556672e-14
36	2.1511998808780905e-01	3.0062520809556672e-14
37	2.1511998808780905e-01	3.0062520809556672e-14
38	2.1511998808780905e-01	3.0062520809556672e-14
39	2.1511998808780905e-01	3.0062520809556672e-14
40	2.1511998808780905e-01	3.0062520809556672e-14
41	2.1511998808780905e-01	3.0062520809556672e-14
42	2.1511998808780905e-01	3.0062520809556672e-14
43	2.1511998808780905e-01	3.0062520809556672e-14
44	2.1511998808780905e-01	3.0062520809556672e-14
45	2.1511998808780905e-01	3.0062520809556672e-14
46	2.1511998808780905e-01	3.0062520809556672e-14
47	2.1511998808780905e-01	3.0062520809556672e-14
48	2.1511998808780905e-01	3.0062520809556672e-14
49	2.1511998808780905e-01	3.0062520809556672e-14
50	2.1511998808780905e-01	3.0062520809556672e-14
