0.0000000000000000e+00	5.0000000000000000e-01	1.2500000000000000e+00	0.0000000000000000e+00	1.1603404823256447e+00	4.9050000000000010e-02	-1.4456291416769368e-01	2.5000000000000000e+00	1.2500000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	-1.1509499999999999e+00	-1.5439335886156463e-01	0.0000000000000000e+00	6.5161823964356165e-319	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
1.0000000000000000e-02	5.1239659517674352e-01	1.2495095000000001e+00	1.4456291416769368e-03	1.2396595176743550e+00	-4.9050000000000010e-02	1.4456291416769368e-01	2.5000000000000000e+00	1.2375095000000000e+00	1.5439335886156464e-03	0.0000000000000000e+00	-1.2490500000000000e+00	1.5439335886156463e-01	0.0000000000000000e+00	6.5161823964356165e-319	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
2.0000000000000000e-02	5.2553436290941447e-01	1.2480380000000000e+00	5.7764505104264813e-03	1.3137767732670922e+00	-1.4715000000000003e-01	4.3308213687495439e-01	2.5000000000000000e+00	1.2240380000000000e+00	6.1685838655392783e-03	0.0000000000000000e+00	-1.3471500000000001e+00	4.6246502769236320e-01	0.0000000000000000e+00	6.5161823964356165e-319	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
2.9999999999999999e-02	5.3935817533971286e-01	1.2455855000000000e+00	1.2974291391401122e-02	1.3823812430298381e+00	-2.4525000000000005e-01	7.1978408809746397e-01	2.5000000000000000e+00	1.2095855000000000e+00	1.3852532480381249e-02	0.0000000000000000e+00	-1.4452500000000001e+00	7.6839486148419711e-01	0.0000000000000000e+00	6.5161823964356165e-319	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
4.0000000000000001e-02	5.5381002587258166e-01	1.2421519999999999e+00	2.3008948666367546e-02	1.4451850532868835e+00	-3.4335000000000004e-01	1.0034657274966423e+00	2.5000000000000000e+00	1.1941519999999999e+00	2.4560192417053026e-02	0.0000000000000000e+00	-1.5433500000000002e+00	1.0707659936671778e+00	0.0000000000000000e+00	6.5161823964356165e-319	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
5.0000000000000003e-02	5.6882927257976046e-01	1.2377374999999999e+00	3.5838315550094133e-02	1.5019246707178810e+00	-4.4145000000000006e-01	1.2829366883726583e+00	2.5000000000000000e+00	1.1777374999999999e+00	3.8241972809512012e-02	0.0000000000000000e+00	-1.6414500000000003e+00	1.3681780392458982e+00	0.0000000000000000e+00	6.5161823964356165e-319	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
5.9999999999999998e-02	5.8435289266155510e-01	1.2323419999999998e+00	5.1408558276142394e-02	1.5523620081794607e+00	-5.3955000000000009e-01	1.5570242726048260e+00	2.5000000000000000e+00	1.1603420000000000e+00	5.4834508614165153e-02	0.0000000000000000e+00	-1.7395500000000004e+00	1.6592535804653137e+00	0.0000000000000000e+00	6.5161823964356165e-319	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
7.0000000000000007e-02	6.0031574689906742e-01	1.2259654999999998e+00	6.9654341990664809e-02	1.5962854237512305e+00	-6.3765000000000005e-01	1.8245783714522410e+00	2.5000000000000000e+00	1.1419655000000000e+00	7.4260954075239277e-02	0.0000000000000000e+00	-1.8376500000000004e+00	1.9426445461074120e+00	0.0000000000000000e+00	6.5161823964356165e-319	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
8.0000000000000002e-02	6.1665085298720768e-01	1.2186079999999999e+00	9.0499104906327926e-02	1.6335106088140279e+00	-7.3575000000000013e-01	2.0844762915663111e+00	2.5000000000000000e+00	1.1226080000000001e+00	9.6431338623978763e-02	0.0000000000000000e+00	-1.9357500000000005e+00	2.2170384548739488e+00	0.0000000000000000e+00	6.5161823964356165e-319	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
8.9999999999999997e-02	6.3328966660154695e-01	1.2102694999999999e+00	1.1385537956597368e-01	1.6638813614339256e+00	-8.3385000000000020e-01	2.3356274659645755e+00	2.5000000000000000e+00	1.1022695000000000e+00	1.2124298356337868e-01	0.0000000000000000e+00	-2.0338500000000006e+00	2.4811644939399908e+00	0.0000000000000000e+00	6.5161823964356165e-319	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
